"Promoted, Led, Created, Grown, Holy water, A cup used in rituals, One who is presented to others"			
Tora		Tora	In Japanese it means a tigress. In Latin it refers to the victor or conqueror. In Norse it refers to Goddess of Thunder.
In Japanese it means a tigress. In Latin it refers to the victor or conqueror. In Norse it refers to Goddess of Thunder.			
Devika		Devika	"Minor deity, A river in the himalayas, Minor Goddess"
"Minor deity, A river in the himalayas, Minor Goddess"			
Ayana		Ayana	"The mirror, A pretty and scented flower"
"The mirror, A pretty and scented flower"			
Girisha		Girisha	"One belonging to the mountains, Another name for Paarvati, Goddess Parvati, Goddess of Mountain, God of Mountain, One of many names of Lord Shiva"
"One belonging to the mountains, Another name for Paarvati, Goddess Parvati, Goddess of Mountain, God of Mountain, One of many names of Lord Shiva"			
Pranisha		Pranisha	Love to life
Love to life			
Samantha		Samantha	"Equality, Bordering, The God has heard your prayer"
"Equality, Bordering, The God has heard your prayer"			
Nuha		Nuha	"Intelligence, Mind, The person who is having excellent knowledge and skills."
"Intelligence, Mind, The person who is having excellent knowledge and skills."			
Adrika		Adrika	"Mountain, Hill, An Apsara or celestial nymph, Celestial"
"Mountain, Hill, An Apsara or celestial nymph, Celestial"			
Tanya		Tanya	"Of the family, Russian diminutive of Tatiana"
"Of the family, Russian diminutive of Tatiana"			
Chaitali		Chaitali	"Born in the month of Chaitra, Blessed with a good memory, Owner of sharp memory"
"Born in the month of Chaitra, Blessed with a good memory, Owner of sharp memory"			
Mehar		Mehar	"Courtesy of God, One who is kind and graceful"
"Courtesy of God, One who is kind and graceful"			
Deeher		Deeher	"Dee means Goddess Durga her means Shiv, Strength of Lord Shiva, One who has strength of Durga and Shiva"
"Dee means Goddess Durga her means Shiv, Strength of Lord Shiva, One who has strength of Durga and Shiva"			
Era		Era	"In Hindi Yug, Earth, Muse, wind or air, it also means a very long duration of time."
"In Hindi Yug, Earth, Muse, wind or air, it also means a very long duration of time."			
Eila		Eila	"eila, as a girl's name is of hebrew origin, and the importance of eila is ""tree"". diminutive of ilana, or, possibly, eileen.,oak"
"eila, as a girl's name is of hebrew origin, and the importance of eila is ""tree"". diminutive of ilana, or, possibly, eileen.,oak"			
Drishya		Drishya	"Sight, It means visible or something that can be seen."
"Sight, It means visible or something that can be seen."			
Rhyah		Rhyah	"Queen of the Sun, A woman who is the Queen of the Sun"
"Queen of the Sun, A woman who is the Queen of the Sun"			
Xavier		Xavier	Owner of the new house
Owner of the new house			
Kshirsa		Kshirsa	"Goddess Laxmi, Kshir - milk"
"Goddess Laxmi, Kshir - milk"			
Jozefa		Jozefa	it means God will increase his blessings. They get success and have exotic and fun in their life.
it means God will increase his blessings. They get success and have exotic and fun in their life.			
Fia		Fia	"One who makes a dark peace. Also, means daughter in Italian"
"One who makes a dark peace. Also, means daughter in Italian"			
Anjana		Anjana	"Dusky, Mother of Lord Hanuman (Mother of Hanuman), The dusky one, Also the name of Lord Hanuman's mother"
"Dusky, Mother of Lord Hanuman (Mother of Hanuman), The dusky one, Also the name of Lord Hanuman's mother"			
Manvitha		Manvitha	Most respectable
Most respectable			
Nia		Nia	"Illumination, Prettiness, Determination"
"Illumination, Prettiness, Determination"			
Anitha		Anitha	"Who takes pleasure in new joys, Grace, Simple, Artless, Leader, She is the one who is master of a charming personality and is graceful"
"Who takes pleasure in new joys, Grace, Simple, Artless, Leader, She is the one who is master of a charming personality and is graceful"			
Dheera		Dheera	Courageous
Courageous			
Aairah		Aairah	"Noble, Respectful"
"Noble, Respectful"			
Lakshmi		Lakshmi	Goddess of wealth or Goddess Laxmi or fortunate
Goddess of wealth or Goddess Laxmi or fortunate			
Hanisha		Hanisha	"Beautiful night, Sweet as Honey, Beautiful night, Sweet"
"Beautiful night, Sweet as Honey, Beautiful night, Sweet"			
Adithi		Adithi	"Mother of the gods, Liberty, Perfection, Creativity, Freedom, Safety, Abundance, The Hindu deity of sky and fertility"
"Mother of the gods, Liberty, Perfection, Creativity, Freedom, Safety, Abundance, The Hindu deity of sky and fertility"			
Purvika		Purvika	"Orient, Formerly"
"Orient, Formerly"			
Moksha		Moksha	Salvation
Salvation			
Noah		Noah	"Relaxation, restful, harmony, calm."
"Relaxation, restful, harmony, calm."			
Thaswika		Thaswika	Goddess Parvati
Goddess Parvati			
Hafsa		Hafsa	"Cub (Wife of Muhammad (PBUH)), babyish lioness, lioness Cub,"
"Cub (Wife of Muhammad (PBUH)), babyish lioness, lioness Cub,"			
Vihani		Vihani	Mishti
Mishti			
"Sweet person, Sweet, Surgery, Sweet, Sweet person, Its a Bengali name signifying a cute, lovable and sweet person"		"Sweet person, Sweet, Surgery, Sweet, Sweet person, Its a Bengali name signifying a cute, lovable and sweet person"	Joel
Joel			
God		God	Shraviya
Shraviya			
"Enthusiastic, Talented person, Like to live with good characters, They dont fear for anything, Successive person & angry when irritated"		"Enthusiastic, Talented person, Like to live with good characters, They dont fear for anything, Successive person & angry when irritated"	Kruthika
Kruthika			
"Star, Nakshatra, Kruthika means a Star on the Sky"		"Star, Nakshatra, Kruthika means a Star on the Sky"	Aakriti
Aakriti			
"Shape, Form, Figure, Appearance"		"Shape, Form, Figure, Appearance"	Vedhika
Vedhika			
"Full of knowledge, Altar, A river in India, Consciousness, An Apsara or celestial"		"Full of knowledge, Altar, A river in India, Consciousness, An Apsara or celestial"	Hiza
Hiza			
"Beauty, Lucky"		"Beauty, Lucky"	Neysa
Neysa			
Intelligent		Intelligent	Hrida
Hrida			
Pure		Pure	Yahvi
Yahvi			
"Heaven, Earth, The union of heaven and earth, Heaven or earth"		"Heaven, Earth, The union of heaven and earth, Heaven or earth"	Grahati
Grahati			
"Goddess Lakshmi, Grahati is the name of God lakshmi. God lakshmi is the god of money."		"Goddess Lakshmi, Grahati is the name of God lakshmi. God lakshmi is the god of money."	Tara
Tara			
"increase of the square of hill,rocky hill,tara how to a girl's name is pronounced tah-rah. it is gaelic and sanskrit origin, and the meaning of tara is ""hill; star"". old tara was the site of the ""stone of destiny"", in the irish kings came to stay, and this was probably the reason why margaret mitchell, a name, fictional home of scarlett o ' 'hara in her 1936 novel ""gone with the wind"". hindu mythology: tara is one of the names of the wife of shiva. see also terra. actress tara reid."		"increase of the square of hill,rocky hill,tara how to a girl's name is pronounced tah-rah. it is gaelic and sanskrit origin, and the meaning of tara is ""hill; star"". old tara was the site of the ""stone of destiny"", in the irish kings came to stay, and this was probably the reason why margaret mitchell, a name, fictional home of scarlett o ' 'hara in her 1936 novel ""gone with the wind"". hindu mythology: tara is one of the names of the wife of shiva. see also terra. actress tara reid."	Aarin
Aarin			
"Full of Joy, Mountain strength, Ireland, Peace, Sunray, the one having Mountain like strength"		"Full of Joy, Mountain strength, Ireland, Peace, Sunray, the one having Mountain like strength"	Jenisha
Jenisha			
"God is gracious, Superior person"		"God is gracious, Superior person"	Kunj
Kunj			
"Trees and creppers over grown, Arbour, Living in greenery, Kunj means Overgrown trees, About"		"Trees and creppers over grown, Arbour, Living in greenery, Kunj means Overgrown trees, About"	Snigda
Snigda			
"Affectionate, Smooth, Tender, She who is of tender nature"		"Affectionate, Smooth, Tender, She who is of tender nature"	Trinika
Trinika			
"Trinika means pure, triad, a trio or as in the Holy Trinity"		"Trinika means pure, triad, a trio or as in the Holy Trinity"	Izabel
Izabel			
"Brazilian version of Isabel, meaning my God is an oath"		"Brazilian version of Isabel, meaning my God is an oath"	Tanvee
Tanvee			
"Slender, Beautiful, Delicate, Slender and beautiful woman"		"Slender, Beautiful, Delicate, Slender and beautiful woman"	Sasvika
Sasvika			
Success		Success	Yashashvi
Yashashvi			
One who has the blessing of the lord on herself.		One who has the blessing of the lord on herself.	Mireya
Mireya			
"Hebrew - God Has Spoken, To admire, Wonderful, A variant of Mira"		"Hebrew - God Has Spoken, To admire, Wonderful, A variant of Mira"	Samar
Samar			
To have conversations at night		To have conversations at night	Dhiyanshi
Dhiyanshi			
Part of a divine power		Part of a divine power	Catherine
Catherine			
"She is a pure and innocente one, a virgin"		"She is a pure and innocente one, a virgin"	Daisy
Daisy			
A beautiful flower		A beautiful flower	Alekya
Alekya			
In Indian origin it means which cannot be written in general it means a beautiful painting		In Indian origin it means which cannot be written in general it means a beautiful painting	Jessi
Jessi			
"Gift of God, Hebrew - God Beholds, Foresight, God's Gift, God's Grace, A variant form of Jessica"		"Gift of God, Hebrew - God Beholds, Foresight, God's Gift, God's Grace, A variant form of Jessica"	Ditvi
Ditvi			
Divine good		Divine good	Sakshi
Sakshi			
"Witness, Evidence, Someone who is a witness"		"Witness, Evidence, Someone who is a witness"	Tejaswi
Tejaswi			
"Lustrous, Energetic, Gifted, Brilliant, Lustrous"		"Lustrous, Energetic, Gifted, Brilliant, Lustrous"	Rianna
Rianna			
"Celtic - Descendant of Rian, Welsh - Great Queen, A derivative of the name Rhianna"		"Celtic - Descendant of Rian, Welsh - Great Queen, A derivative of the name Rhianna"	Vidhi
Vidhi			
Goddess of destiny		Goddess of destiny	Hita
Hita			
"Who wants good for every one, Lovable, Lovable, Beneficial, Well Wisher"		"Who wants good for every one, Lovable, Lovable, Beneficial, Well Wisher"	Aqsa
Aqsa			
"Soul, Gods blessing, A mosque, The name of a mosque"		"Soul, Gods blessing, A mosque, The name of a mosque"	Mira
Mira			
"Devotee of Lord Krishna, Ocean, Boundary, Poetess, In Latin It means A wonderful person. In Slavic it stands for peace. In Sanskrit it means the sea or an ocean"		"Devotee of Lord Krishna, Ocean, Boundary, Poetess, In Latin It means A wonderful person. In Slavic it stands for peace. In Sanskrit it means the sea or an ocean"	Cyra
Cyra			
Moon faced		Moon faced	Asma
Asma			
"Sky, Excellent, Precious, Prestige (Daughter of abu Bakr), A high status girl"		"Sky, Excellent, Precious, Prestige (Daughter of abu Bakr), A high status girl"	Saarya
Saarya			
"Name of a pious woman, Name of a pious woman"		"Name of a pious woman, Name of a pious woman"	Sadika
Sadika			
"Trustworthy, Honest, Truthful, She who is loyal and truthful"		"Trustworthy, Honest, Truthful, She who is loyal and truthful"	Niha
Niha			
"Dew drop, Admired for look, Love, Rain, Bright one, Naughty one"		"Dew drop, Admired for look, Love, Rain, Bright one, Naughty one"	Chhavi
Chhavi			
"Reflection, Image, Radiance, Radiant, reflection of an image"		"Reflection, Image, Radiance, Radiant, reflection of an image"	Dhruva
Dhruva			
"The polar star, Constant, Faithful, Firm"		"The polar star, Constant, Faithful, Firm"	Mayanshi
Mayanshi			
Related o Goddess Laxmi		Related o Goddess Laxmi	Ginni
Ginni			
"Gold, Ginni means Precious Gold Coin."		"Gold, Ginni means Precious Gold Coin."	Sanjana
Sanjana			
"Gentle, Creator, Calm, mild in temperament and tender. In harmony"		"Gentle, Creator, Calm, mild in temperament and tender. In harmony"	Nadia
Nadia			
"The beginning, First, Black, Generous, The person who is full promises."		"The beginning, First, Black, Generous, The person who is full promises."	Vaani
Vaani			
Speech		Speech	Fatema
Fatema			
"One sucking her mothers milk, A victorious woman"		"One sucking her mothers milk, A victorious woman"	Naksha
Naksha			
"King of stars, Map, The map, illustration or drawing of the boundaries"		"King of stars, Map, The map, illustration or drawing of the boundaries"	Erika
Erika			
a feminized form of the name Eric meaning someone who rules the world.		a feminized form of the name Eric meaning someone who rules the world.	Luna
Luna			
"The Moon, Moon, one of the name of the Moon Goddes"		"The Moon, Moon, one of the name of the Moon Goddes"	Iqra
Iqra			
"Study, Read (Celebrity Name: Sanjay Dutt)"		"Study, Read (Celebrity Name: Sanjay Dutt)"	Anannya
Anannya			
"Goddess Parvati, Matchless, Unique, Different from others"		"Goddess Parvati, Matchless, Unique, Different from others"	Sayantika
Sayantika			
"Arising. the raised one, One who is on the rise"		"Arising. the raised one, One who is on the rise"	Yashica
Yashica			
"Success, Yash ko prapth karne Wali, Successful, brave and intelligent lady."		"Success, Yash ko prapth karne Wali, Successful, brave and intelligent lady."	Lekshana
Lekshana			
"One with auspicious signs on her, Goal, Vision, Metaphor, An Apsara"		"One with auspicious signs on her, Goal, Vision, Metaphor, An Apsara"	Narmada
Narmada			
"One who arouses tender feelings in others, River Narmada, She who gives pleasure. Name of an Indian river"		"One who arouses tender feelings in others, River Narmada, She who gives pleasure. Name of an Indian river"	Aviana
Aviana			
"Germanic - Bird, Strength, Desired, Hebrew - Yahweh is my father, Bearer of Good News, Modern Blend of Ava and Ana"		"Germanic - Bird, Strength, Desired, Hebrew - Yahweh is my father, Bearer of Good News, Modern Blend of Ava and Ana"	Yanira
Yanira			
Gift from God.		Gift from God.	Bhashvika
Bhashvika			
Manaswi		Manaswi	"Intelligent, Wise, Sensible, Self-respecting, Self-controlled"
"Intelligent, Wise, Sensible, Self-respecting, Self-controlled"			
Bhavisha		Bhavisha	"Future, Futuristic, Future, one who can see the future."
"Future, Futuristic, Future, one who can see the future."			
Vedha		Vedha	"Pious, Writing of the aryans, Devout, Celebrated, Worthy, Truth, pious"
"Pious, Writing of the aryans, Devout, Celebrated, Worthy, Truth, pious"			
Chandana		Chandana	"Scented wood or sandalwood, Perfumed, Auspicious, Moonlight, sandalwood"
"Scented wood or sandalwood, Perfumed, Auspicious, Moonlight, sandalwood"			
Reeya		Reeya	"Rich or from hadria, Gem, Goddess Lakshmi, Graceful, Singer"
"Rich or from hadria, Gem, Goddess Lakshmi, Graceful, Singer"			
Naomi		Naomi	"undercover,naomi as a girl's name is pronounced: not-oh-mee. it is of hebrew origin, and the meaning of naomi is ""pleasant"". biblical: a ahnfrau of jesus, who according to his sons, mahlon (who ruth was married) and chilion died, he said: ""do not call me naomi, call me mara, because the almighty has been unkind to me"". the name came to english-speaking use in the 18th. century. noémi (no-ay-mee), the spanish way. the actress naomi watts.,soft and sweet, nice"
"undercover,naomi as a girl's name is pronounced: not-oh-mee. it is of hebrew origin, and the meaning of naomi is ""pleasant"". biblical: a ahnfrau of jesus, who according to his sons, mahlon (who ruth was married) and chilion died, he said: ""do not call me naomi, call me mara, because the almighty has been unkind to me"". the name came to english-speaking use in the 18th. century. noémi (no-ay-mee), the spanish way. the actress naomi watts.,soft and sweet, nice"			
Yakshini		Yakshini	"A Yakshini is the female counterpart of the male Yaksha, And they both attend to Kubera"
"A Yakshini is the female counterpart of the male Yaksha, And they both attend to Kubera"			
Bela		Bela	"Sacred wood apple tree, Time, Creeper, A vine, The Jasmine creeper, Time, one who lives inside heart"
"Sacred wood apple tree, Time, Creeper, A vine, The Jasmine creeper, Time, one who lives inside heart"			
Preksha		Preksha	"Viewer, Beholding, Viewing"
"Viewer, Beholding, Viewing"			
Saanvi Tarita		Saanvi Tarita	"Goddess Lakshmi, Goddess Parvati"
"Goddess Lakshmi, Goddess Parvati"			
Aadrita		Aadrita	"Lots of Love Gathering, adorable, Charming, very likable for attractiveness"
"Lots of Love Gathering, adorable, Charming, very likable for attractiveness"			
Dhvani		Dhvani	"Noise, Sound, Sound made to create an ambiance"
"Noise, Sound, Sound made to create an ambiance"			
Rayanna		Rayanna	A combination of the names Ray and Anna
A combination of the names Ray and Anna			
Hiranya		Hiranya	"Gold, Golden, Wealth, Gold ingots"
"Gold, Golden, Wealth, Gold ingots"			
Mehwish		Mehwish	"Prettiest face on the Moon, Bright star, Something as beautiful as moon. Something that we can compare to the elegant beauty of moon."
"Prettiest face on the Moon, Bright star, Something as beautiful as moon. Something that we can compare to the elegant beauty of moon."			
Kavishri		Kavishri	"Goddess Lakshmi, Poetess, The name means She is a Poetess"
"Goddess Lakshmi, Poetess, The name means She is a Poetess"			
Hanan		Hanan	Mercy
Mercy			
Rini		Rini	One who is like a little sweet bunny
One who is like a little sweet bunny			
Hetanshi		Hetanshi	Varunika
Varunika			
Goddess of rain		Goddess of rain	Afsa
Afsa			
"Prophet mohammeds (Pbuh) wife, Pretty, The name of Prophet Mohammed's wife."		"Prophet mohammeds (Pbuh) wife, Pretty, The name of Prophet Mohammed's wife."	Triya
Triya			
"Walking in three paths, Young woman, Liar, Tu-huhr, Enlightening, The third or the walking on three paths"		"Walking in three paths, Young woman, Liar, Tu-huhr, Enlightening, The third or the walking on three paths"	Jahanara
Jahanara			
"Adorning the world daughter, Queen of the world, A woman who lives and flowers"		"Adorning the world daughter, Queen of the world, A woman who lives and flowers"	Dhisha
Dhisha			
Jain variation of Disha. It means direction or side.		Jain variation of Disha. It means direction or side.	Nihara
Nihara			
"Steep descent of water of a river, waterfall."		"Steep descent of water of a river, waterfall."	Ani
Ani			
"Glass, The beautiful angelic girl"		"Glass, The beautiful angelic girl"	Jovie
Jovie			
"Merry, cheerful and good humoured, These are lively, expressive and having great verbal habits. They will keep the other ones happy with light chit chat."		"Merry, cheerful and good humoured, These are lively, expressive and having great verbal habits. They will keep the other ones happy with light chit chat."	Akshitha
Akshitha			
"Permanent, Can not be broken easily.secure, Saved, Guarded"		"Permanent, Can not be broken easily.secure, Saved, Guarded"	Yadira
Yadira			
"Someone who is worthy and suitable. Also, a beloved friend."		"Someone who is worthy and suitable. Also, a beloved friend."	Shawn
Shawn			
God is gracious		God is gracious	Toshika
Toshika			
"Alert child, Clever child, A bright or clever child, alert"		"Alert child, Clever child, A bright or clever child, alert"	Ashi
Ashi			
"Smile, Joy, Laughter, Blessing, Smile"		"Smile, Joy, Laughter, Blessing, Smile"	Tapasi
Tapasi			
"A female ascetic, A female Ascetic, in pursuit to spiritual goals"		"A female ascetic, A female Ascetic, in pursuit to spiritual goals"	Rumeysa
Rumeysa			
Variant of Rumaisa. It means wind that scatters dust and hides footprints and tracks.		Variant of Rumaisa. It means wind that scatters dust and hides footprints and tracks.	Nikki
Nikki			
Cute and beautiful		Cute and beautiful	Edha
Edha			
"Sacred, Wealth, Strength, Happiness, The sacred one who is very vigilant"		"Sacred, Wealth, Strength, Happiness, The sacred one who is very vigilant"	Tulsi
Tulsi			
basil		basil	Purva
Purva			
"Earlier, One, Elder, East, An old breeze from the East"		"Earlier, One, Elder, East, An old breeze from the East"	Haarika
Haarika			
"Is associated to Lord venkateswara, Goddess Parvati"		"Is associated to Lord venkateswara, Goddess Parvati"	Shreeya
Shreeya			
"Goddess Lakshmi, Auspicious, Luster, Prosperity, Pratham, Shrestha, A name of Goddess Lakshmi. It means lucky."		"Goddess Lakshmi, Auspicious, Luster, Prosperity, Pratham, Shrestha, A name of Goddess Lakshmi. It means lucky."	Aradya
Aradya			
"Worshipped, Blessing of Lord Ganesh"		"Worshipped, Blessing of Lord Ganesh"	Ahalya
Ahalya			
"Rishi gautama’s wife, Woman rescued by Lord Rama, Night, Pleasant, First woman created by Brahma (Wife of sage Gautama, who was turned into a stone and later became free from curse by the touch of Rama), Name of beautiful wife of Sage Gautam Mahirshi"		"Rishi gautama’s wife, Woman rescued by Lord Rama, Night, Pleasant, First woman created by Brahma (Wife of sage Gautama, who was turned into a stone and later became free from curse by the touch of Rama), Name of beautiful wife of Sage Gautam Mahirshi"	Guddu
Guddu			
"Flower, Sweet, Flower"		"Flower, Sweet, Flower"	Yami
Yami			
Pair		Pair	Naila
Naila			
"Acquirer, Obtained, A successful person, an achiever"		"Acquirer, Obtained, A successful person, an achiever"	Greeshma
Greeshma			
"Warmth, Kind of season, Hot and Windy Season, Warmth, A variant spelling is Grishma"		"Warmth, Kind of season, Hot and Windy Season, Warmth, A variant spelling is Grishma"	Kanvi
Kanvi			
"Flute, Name of Radha Rani"		"Flute, Name of Radha Rani"	Keshvi
Keshvi			
"Goddess Radha, Long beautiful hair"		"Goddess Radha, Long beautiful hair"	Paavni
Paavni			
"Purifier, Whose touch make you pure, Sacred"		"Purifier, Whose touch make you pure, Sacred"	Esha
Esha			
"Desire, Attractive, Pleasure, Desire, Purity, One of the many names of Goddess Paravati"		"Desire, Attractive, Pleasure, Desire, Purity, One of the many names of Goddess Paravati"	Suravi
Suravi			
"The Sun, Sacred, A lady who can be compared to the Sun"		"The Sun, Sacred, A lady who can be compared to the Sun"	Halia
Halia			
"Aware, Knowing, Remembrance of a loved one, Memorial"		"Aware, Knowing, Remembrance of a loved one, Memorial"	Viyoni
Viyoni			
Very special		Very special	Caria
Caria			
She who flows like a water		She who flows like a water	Zia
Zia			
"grain; light, brightness; aunt,zia as a girl's name is pronounced zee-ah. is the arabic and the latin, and the importance of zia is light, brightness; cereals."		"grain; light, brightness; aunt,zia as a girl's name is pronounced zee-ah. is the arabic and the latin, and the importance of zia is light, brightness; cereals."	Jashwitha
Jashwitha			
Smile		Smile	Dani
Dani			
"God is my judge, God is all powerful and kind"		"God is my judge, God is all powerful and kind"	Nishitha
Nishitha			
"Sharpened, Brightness"		"Sharpened, Brightness"	Anavi
Anavi			
"The one who is sensitive, tactful and kind towards mankind"		"The one who is sensitive, tactful and kind towards mankind"	Ayaat
Ayaat			
"Many signs & proofs, Verses in the Quran, Royal, The verses of Quran"		"Many signs & proofs, Verses in the Quran, Royal, The verses of Quran"	Delisha
Delisha			
"Happy & make others Happy, One who makes others happy and is delightful"		"Happy & make others Happy, One who makes others happy and is delightful"	Vaishali
Vaishali			
"An ancient city of India, Great, Princess, Historical City. It's also the birthplace of Bhagwan Mahavir."		"An ancient city of India, Great, Princess, Historical City. It's also the birthplace of Bhagwan Mahavir."	Punarvika
Punarvika			
Star		Star	Megha
Megha			
"Cloud, A cloud of rain"		"Cloud, A cloud of rain"	Keerthana
Keerthana			
"Devotional song, The name means A Devoted Melody"		"Devotional song, The name means A Devoted Melody"	Haanvika
Haanvika			
Krisshia		Krisshia	Lord Krishna and Lord Shiva
Lord Krishna and Lord Shiva			
Kamya		Kamya	"Beautiful, Lovable, Assiduous, Successful, Beautiful, Good Looking, Charming,"
"Beautiful, Lovable, Assiduous, Successful, Beautiful, Good Looking, Charming,"			
Dorothy		Dorothy	"Gift of God, One who has a vision and is freedom loving"
"Gift of God, One who has a vision and is freedom loving"			
Ekam		Ekam	"Oneness, One, Single, Solitary, Unity, Spirituality"
"Oneness, One, Single, Solitary, Unity, Spirituality"			
Kaavya		Kaavya	"Poetry in motion, Poem, Laden with sentiment, Worth, Learning, Foresight, With the qualities of a sage or poet learning, Kaavya means Poetry, Motion"
"Poetry in motion, Poem, Laden with sentiment, Worth, Learning, Foresight, With the qualities of a sage or poet learning, Kaavya means Poetry, Motion"			
Aashika		Aashika	"One without sorrow, Mercury, Sweet heart, Beloved"
"One without sorrow, Mercury, Sweet heart, Beloved"			
Yatika		Yatika	Name of Goddess Durga
Name of Goddess Durga			
Suzain		Suzain	Amvi
Amvi			
"Goddess Amba (Goddess Durga), Mother, Affectionate, Kind, A nurturing Goddess"		"Goddess Amba (Goddess Durga), Mother, Affectionate, Kind, A nurturing Goddess"	Aayana
Aayana			
"The mirror, mirror"		"The mirror, mirror"	Alyssa
Alyssa			
"Mother goddess who is rational, trustworthy, noble and provides great happiness full of sanity"		"Mother goddess who is rational, trustworthy, noble and provides great happiness full of sanity"	Mokshitha
Mokshitha			
"Liberated, Free"		"Liberated, Free"	Marushika
Marushika			
"Born with blessings of Lord Shiva, One who is born with blessings from Lord Shiva"		"Born with blessings of Lord Shiva, One who is born with blessings from Lord Shiva"	Prapti
Prapti			
"Achievement, Discovery, Gain, Determination, Advantage, One who benefits, One who is blessed with prosperity and blessings of God"		"Achievement, Discovery, Gain, Determination, Advantage, One who benefits, One who is blessed with prosperity and blessings of God"	Aalina
Aalina			
aalina has a greek origin which means Light		aalina has a greek origin which means Light	Jahnavi
Jahnavi			
"River Ganga (Daughter of Jahnu), The daughter of the Ganga river"		"River Ganga (Daughter of Jahnu), The daughter of the Ganga river"	Tvarita
Tvarita			
"Goddess Durga, Quick, Swift, A form of Durga, A magical formula called after her, One of the names of Goddess Dhurga."		"Goddess Durga, Quick, Swift, A form of Durga, A magical formula called after her, One of the names of Goddess Dhurga."	Ina
Ina			
"Mother, Strong, The Sun, Ruler, Illuminate, light up"		"Mother, Strong, The Sun, Ruler, Illuminate, light up"	Joan
Joan			
"People with this name have a deep inner need for quiet and a desire to understand and analyze the world they live in, and to learn the deeper truths."		"People with this name have a deep inner need for quiet and a desire to understand and analyze the world they live in, and to learn the deeper truths."	Aayla
Aayla			
Top of the mountain		Top of the mountain	Vaarahi
Vaarahi			
"One who rides on varaah, Is one of the matrikas, A group of seven or eight mother Goddess in the Hindu religion, One who rides on varaah. Also, one of the matrikas. A group of eight mother Goddess in the Hindu religion."		"One who rides on varaah, Is one of the matrikas, A group of seven or eight mother Goddess in the Hindu religion, One who rides on varaah. Also, one of the matrikas. A group of eight mother Goddess in the Hindu religion."	Kriya
Kriya			
Performance		Performance	Janisha
Janisha			
"Dispeller of ignorance, Ruler of humans, One who dispells ignorance"		"Dispeller of ignorance, Ruler of humans, One who dispells ignorance"	Ravya
Ravya			
"Story teller, Narrator, Reciter, Transmit"		"Story teller, Narrator, Reciter, Transmit"	Sneha
Sneha			
"Affection, Love"		"Affection, Love"	Aura
Aura			
"Air, Breeze, Wind, They are soft and gentle breeze, energetic and optimistic"		"Air, Breeze, Wind, They are soft and gentle breeze, energetic and optimistic"	Achara
Achara			
An angel who is very pretty or beautiful		An angel who is very pretty or beautiful	Jaini
Jaini			
"Gift from God, Victorious"		"Gift from God, Victorious"	Dhwani
Dhwani			
"Voice, Sound, Sound, Melody"		"Voice, Sound, Sound, Melody"	Mahirah
Mahirah			
"Adept, Expert"		"Adept, Expert"	Emica
Emica			
this name means charming or blessed and beautiful.		this name means charming or blessed and beautiful.	Sreshtha
Sreshtha			
"The best in number & quality, Most Happy or prosperous"		"The best in number & quality, Most Happy or prosperous"	Maham
Maham			
"Full Moon, The wife of the mughal ruler Zahir"		"Full Moon, The wife of the mughal ruler Zahir"	Dharshika
Dharshika			
Perceiver		Perceiver	Ilhaam
Ilhaam			
"Intuition, Inspiraction, Reavaluction"		"Intuition, Inspiraction, Reavaluction"	Seerat
Seerat			
"Inner beauty, Fame, Desired or longed for, One with inner beauty"		"Inner beauty, Fame, Desired or longed for, One with inner beauty"	Yashi
Yashi			
"Famous, Successful"		"Famous, Successful"	Eka
Eka			
"Matchless, Alone, Unique, Goddess Durga, The best, Chief, Excellent, First, One, The first born child"		"Matchless, Alone, Unique, Goddess Durga, The best, Chief, Excellent, First, One, The first born child"	Idaya
Idaya			
"Heart, Goddess Parvati"		"Heart, Goddess Parvati"	Aahna
Aahna			
"Exist, Exist, to live, Survive, life"		"Exist, Exist, to live, Survive, life"	Mithra
Mithra			
"Friend, The Sun"		"Friend, The Sun"	Kuvira
Kuvira			
"Courageous woman, Kuvira means Courageous Woman"		"Courageous woman, Kuvira means Courageous Woman"	Tanushree
Tanushree			
"Beautiful, Shapely, With a divine body, Woman who is very appealing"		"Beautiful, Shapely, With a divine body, Woman who is very appealing"	Viona
Viona			
Sky		Sky	Sidra
Sidra			
"Name of a tree, A woman of the stars"		"Name of a tree, A woman of the stars"	Keshavi
Keshavi			
"Goddess Radha, Long beautiful hair, Keshava is the name of Vishnu from within the Hindu tradition"		"Goddess Radha, Long beautiful hair, Keshava is the name of Vishnu from within the Hindu tradition"	Vrunda
Vrunda			
"Basil, Goddess Radha, Holy, Many, All, A chorus of singers, Tulsi or sacred Basil, Basil, tulsi. Another name of Goddess Sita."		"Basil, Goddess Radha, Holy, Many, All, A chorus of singers, Tulsi or sacred Basil, Basil, tulsi. Another name of Goddess Sita."	Deveshi
Deveshi			
"Chief among the Goddess, Goddess Durga"		"Chief among the Goddess, Goddess Durga"	Advaitha
Advaitha			
"Union of matter and soul, Non duality, Unique"		"Union of matter and soul, Non duality, Unique"	Kriti
Kriti			
"Action, A work of art, A work of art"		"Action, A work of art, A work of art"	Lekha
Lekha			
"Writing, Mark, Horizon the crescent Moon, Line, Record, Lightening, Memories preserved through Pictures, Writings"		"Writing, Mark, Horizon the crescent Moon, Line, Record, Lightening, Memories preserved through Pictures, Writings"	Kaprisha
Kaprisha			
Kaprisha means Whim		Kaprisha means Whim	Pritha
Pritha			
